player_id;name;birth_date;role;year_date;years
50570;Ezequiel Iv�n Lavezzi;1985-05-03T00:00:00.000Z;midfield;1985;30
70132;Cristian Gabriel Ch�vez;1987-06-04T00:00:00.000Z;striker;1987;28
18828;????? ??????;1984-11-01T00:00:00.000Z;midfield;1984;31
3410;Hern�n Jorge Crespo;1975-07-05T00:00:00.000Z;midfield;1975;40
61539;;1987-02-09T00:00:00.000Z;midfield;1987;28
87469;Jos? �ngel Vald?s D�az;1989-09-05T00:00:00.000Z;defence;1989;26
16975;;1977-05-29T00:00:00.000Z;defence;1977;38
38954;Fernando Rub?n Gago;1986-04-10T00:00:00.000Z;midfield;1986;29
45513;????? ??????;1988-10-05T00:00:00.000Z;midfield;1988;27
20052;J?lio S?rgio Bertagnoli;1978-11-08T00:00:00.000Z;goalkeeper;1978;37
35849;;1986-05-17T00:00:00.000Z;defence;1986;29
107873;;1991-10-10T00:00:00.000Z;midfield;1991;24
35761;Edward Junior Ofere;1986-03-28T00:00:00.000Z;midfield;1986;29
21700;;1978-01-31T00:00:00.000Z;midfield;1978;37
20741;;1976-10-28T00:00:00.000Z;defence;1976;39
21822;???? ????;1982-11-09T00:00:00.000Z;midfield;1982;33
21936;;1979-05-06T00:00:00.000Z;midfield;1979;36
41312;;1982-07-10T00:00:00.000Z;midfield;1982;33
19448;;1980-09-05T00:00:00.000Z;midfield;1980;35
21773;Jedaias Capucho Neves;1979-04-15T00:00:00.000Z;striker;1979;36
102777;;1981-01-26T00:00:00.000Z;defence;1981;34
48859;Simon Thorup Kj?r;1989-03-26T00:00:00.000Z;defence;1989;26
6091;;1977-11-28T00:00:00.000Z;defence;1977;38
22080;;1978-03-25T00:00:00.000Z;midfield;1978;37
4168;Clarence Clyde Seedorf;1976-04-01T00:00:00.000Z;midfield;1976;39
5757;;1977-02-19T00:00:00.000Z;defence;1977;38
47184;Gabriel Andrei Torje;1989-11-22T00:00:00.000Z;midfield;1989;26
5821;;1973-08-09T00:00:00.000Z;midfield;1973;42
102742;;1981-11-11T00:00:00.000Z;goalkeeper;1981;34
19976;Pablo Mart�n Ledesma;1984-02-04T00:00:00.000Z;midfield;1984;31
20749;?scar David Suazo Vel�zquez;1979-11-05T00:00:00.000Z;midfield;1979;36
21689;;1977-06-28T00:00:00.000Z;defence;1977;38
26101;C�cero Jo?o de Cezare;1980-06-24T00:00:00.000Z;defence;1980;35
28832;;1978-09-24T00:00:00.000Z;midfield;1978;37
21884;;1974-12-02T00:00:00.000Z;goalkeeper;1974;41
69912;Lars Henning Joel Ekstrand;1989-02-04T00:00:00.000Z;defence;1989;26
75613;;1989-03-13T00:00:00.000Z;defence;1989;26
22104;;1974-05-08T00:00:00.000Z;defence;1974;41
22155;;1984-10-10T00:00:00.000Z;striker;1984;31
163581;;1992-05-16T00:00:00.000Z;midfield;1992;23
127769;Nwankwo Emeka Obiora;1991-07-12T00:00:00.000Z;midfield;1991;24
6747;;1980-11-16T00:00:00.000Z;defence;1980;35
61401;;1988-10-08T00:00:00.000Z;midfield;1988;27
54135;;1986-07-23T00:00:00.000Z;midfield;1986;29
5281;;1974-06-21T00:00:00.000Z;goalkeeper;1974;41
163372;;1993-02-21T00:00:00.000Z;defence;1993;22
23190;;1982-07-14T00:00:00.000Z;goalkeeper;1982;33
199086;;1994-01-23T00:00:00.000Z;midfield;1994;21
136099;;1993-06-28T00:00:00.000Z;defence;1993;22
45577;Sebasti�n C?sar Helios Ribas Barbato;1988-03-11T00:00:00.000Z;midfield;1988;27
25414;Jos? Fernando Marqu?s Martin;1984-12-04T00:00:00.000Z;midfield;1984;31
14195;Gon?alo Jardim Brand?o;1986-10-09T00:00:00.000Z;defence;1986;29
16138;Paul Constantin Codrea;1981-04-04T00:00:00.000Z;midfield;1981;34
5982;;1981-08-04T00:00:00.000Z;midfield;1981;34
119030;Fernando Uribe Hincapi?;1988-01-01T00:00:00.000Z;midfield;1988;27
78496;Tom�? Ko?ick�;1986-03-11T00:00:00.000Z;goalkeeper;1986;29
72687;;1989-11-20T00:00:00.000Z;midfield;1989;26
4403;;1979-06-25T00:00:00.000Z;midfield;1979;36
150552;;1992-04-16T00:00:00.000Z;goalkeeper;1992;23
20081;Gelson Taxes Fernandes;1986-09-02T00:00:00.000Z;midfield;1986;29
23364;;1982-01-31T00:00:00.000Z;midfield;1982;33
167854;;1993-07-03T00:00:00.000Z;midfield;1993;22
111042;;1989-07-30T00:00:00.000Z;defence;1989;26
61605;;1989-01-28T00:00:00.000Z;defence;1989;26
21895;Leonardo Mart�n Migli�nico;1980-01-31T00:00:00.000Z;defence;1980;35
89181;;1986-08-14T00:00:00.000Z;goalkeeper;1986;29
35583;;1985-09-27T00:00:00.000Z;defence;1985;30
199084;;1994-10-11T00:00:00.000Z;midfield;1994;21
23218;Javier Garrido Behobide;1985-03-15T00:00:00.000Z;defence;1985;30
56603;;1982-02-01T00:00:00.000Z;midfield;1982;33
26460;Fernando Daniel Belluschi;1983-09-10T00:00:00.000Z;striker;1983;32
4176;?????? E????? ???????;1986-02-15T00:00:00.000Z;midfield;1986;29
5904;;1979-11-21T00:00:00.000Z;midfield;1979;36
127230;;1992-03-18T00:00:00.000Z;midfield;1992;23
187974;Przemys?aw Fr?ckowiak;1994-01-07T00:00:00.000Z;goalkeeper;1994;21
139170;Osarimen Giulio Ebagua;1986-06-06T00:00:00.000Z;midfield;1986;29
165531;;1992-02-10T00:00:00.000Z;midfield;1992;23
167793;;1992-03-25T00:00:00.000Z;midfield;1992;23
172338;;1992-12-01T00:00:00.000Z;defence;1992;23
74354;Emiliano Alfaro Toscano;1988-04-28T00:00:00.000Z;midfield;1988;27
199747;;1992-01-14T00:00:00.000Z;defence;1992;23
46553;?????? ?????;1989-03-23T00:00:00.000Z;midfield;1989;26
218227;;1990-05-15T00:00:00.000Z;striker;1990;25
199088;;1994-06-09T00:00:00.000Z;midfield;1994;21
175884;;1993-07-26T00:00:00.000Z;midfield;1993;22
101500;Mat?j Vydra;1992-05-01T00:00:00.000Z;midfield;1992;23
139743;;1988-05-01T00:00:00.000Z;goalkeeper;1988;27
198087;;1994-05-27T00:00:00.000Z;striker;1994;21
163399;;1993-05-09T00:00:00.000Z;midfield;1993;22
21797;;1972-08-12T00:00:00.000Z;goalkeeper;1972;43
20982;;1978-01-13T00:00:00.000Z;midfield;1978;37
214574;Wellington Teixeira dos Montes;1988-06-21T00:00:00.000Z;defence;1988;27
138295;;1992-07-26T00:00:00.000Z;midfield;1992;23
168189;;1993-05-20T00:00:00.000Z;defence;1993;22
17146;Stephen Ayodele Makinwa;1983-07-26T00:00:00.000Z;midfield;1983;32
163283;;1992-02-02T00:00:00.000Z;midfield;1992;23
160269;;1993-03-11T00:00:00.000Z;midfield;1993;22
124461;;1994-02-22T00:00:00.000Z;midfield;1994;21
132801;;1992-01-01T00:00:00.000Z;midfield;1992;23
61617;;1992-07-22T00:00:00.000Z;defence;1992;23
89325;Liassine Cadamuro Betaiba;1988-03-05T00:00:00.000Z;defence;1988;27
89330;Javier Ros Aثn;1990-02-16T00:00:00.000Z;midfield;1990;25
197131;Marco Sangalli Fuentes;1992-02-07T00:00:00.000Z;midfield;1992;23
57866;Adri�n Colunga P?rez;1984-11-17T00:00:00.000Z;midfield;1984;31
7512;Borja Fern�ndez Fern�ndez;1981-01-14T00:00:00.000Z;midfield;1981;34
58001;Nicol�s Ladislao Fedor Flores;1985-08-19T00:00:00.000Z;midfield;1985;30
8746;Carlos Gonz�lez Pe�a;1983-07-28T00:00:00.000Z;defence;1983;32
56543;Jes?s Rueda Ambrosio;1987-02-19T00:00:00.000Z;defence;1987;28
53301;Marc Valiente Hern�ndez;1987-03-29T00:00:00.000Z;defence;1987;28
32622;;1987-03-17T00:00:00.000Z;midfield;1987;28
7818;?scar Javier Gonz�lez Marcos;1982-11-12T00:00:00.000Z;striker;1982;33
58112;Juli�n Omar Ramos Su�rez;1988-01-26T00:00:00.000Z;midfield;1988;27
8323;�xro Rubio Robles;1979-04-18T00:00:00.000Z;midfield;1979;36
8108;Lluis Sastre Reus;1986-03-26T00:00:00.000Z;midfield;1986;29
46215;Javier Guerra Rodr�guez;1983-03-15T00:00:00.000Z;midfield;1983;32
29061;Javier Baraja Vegas;1980-08-24T00:00:00.000Z;midfield;1980;35
38124;Heinz Barmettler Veloz;1987-07-21T00:00:00.000Z;defence;1987;28
149540;????? ??????;1989-01-07T00:00:00.000Z;defence;1989;26
77207;Gilberto Garc�a Olarte;1987-01-27T00:00:00.000Z;defence;1987;28
84133;Humberto Segundo Osorio Botello;1988-06-24T00:00:00.000Z;midfield;1988;27
33535;;1987-11-20T00:00:00.000Z;midfield;1987;28
85372;Enric Saborit Teixidor;1992-04-27T00:00:00.000Z;defence;1992;23
9819;Ricardo Miguel Moreira da Costa;1981-05-16T00:00:00.000Z;defence;1981;34
13217;Jo?o Pedro da Silva Pereira;1984-02-25T00:00:00.000Z;defence;1984;31
153238;Jonathan Viera Ramos;1989-10-21T00:00:00.000Z;midfield;1989;26
20506;Jos? Andr?s Guardado Hern�ndez;1986-09-28T00:00:00.000Z;midfield;1986;29
189525;Roberto Leandro Chen Rodr�guez;1994-05-24T00:00:00.000Z;defence;1994;21
75314;Pedro Andr?s Morales Flores;1985-05-25T00:00:00.000Z;striker;1985;30
238291;Fabrice Olinga Essono;1996-05-12T00:00:00.000Z;midfield;1996;19
221076;Bobley Anderson All?gne;1992-03-03T00:00:00.000Z;striker;1992;23
64545;Sebasti�n Bruno Fern�ndez Miglierina;1985-05-23T00:00:00.000Z;midfield;1985;30
7537;Jos? Manuel Pinto Colorado;1975-11-08T00:00:00.000Z;goalkeeper;1975;40
141834;Cristian Tello Herrera;1991-08-11T00:00:00.000Z;midfield;1991;24
277;S?rgio Ricardo da Silva Pinto;1980-10-16T00:00:00.000Z;midfield;1980;35
69611;Javier Jim?nez Camarero;1987-06-08T00:00:00.000Z;goalkeeper;1987;28
36756;Miguel Pallard� Gonz�lez;1986-09-05T00:00:00.000Z;midfield;1986;29
29187;Pedro R�os Maestre;1981-12-12T00:00:00.000Z;midfield;1981;34
57522;Andr?s Fern�ndez Moreno;1986-12-17T00:00:00.000Z;goalkeeper;1986;29
15761;Marc Bertr�n Vilanova;1982-05-22T00:00:00.000Z;defence;1982;33
49804;;1984-08-05T00:00:00.000Z;defence;1984;31
73215;Joan Oriol Gracia;1986-11-05T00:00:00.000Z;defence;1986;29
72779;�xro Cejudo Carmona;1984-01-29T00:00:00.000Z;midfield;1984;31
54774;Miguel �ngel de las Cuevas Barber�;1986-06-19T00:00:00.000Z;midfield;1986;29
134098;Raoul C?dric Lo?;1989-01-31T00:00:00.000Z;midfield;1989;26
7739;Francisco Pu�al Mart�nez;1975-09-06T00:00:00.000Z;midfield;1975;40
30747;Emiliano Daniel Armenteros;1986-01-18T00:00:00.000Z;midfield;1986;29
139440;Jos? Ariel N?�ez Portelli;1988-09-12T00:00:00.000Z;striker;1988;27
23338;Asier Riesgo Unamuno;1983-10-06T00:00:00.000Z;goalkeeper;1983;32
28002;Dami? Abella P?rez;1982-04-15T00:00:00.000Z;defence;1982;33
63040;Oier Sanjurjo Mat?;1986-05-25T00:00:00.000Z;defence;1986;29
51713;Sisinio Gonz�lez Mart�nez;1986-04-22T00:00:00.000Z;midfield;1986;29
63056;Roberto Torres Morales;1989-03-07T00:00:00.000Z;striker;1989;26
94570;Manuel Onwu Villafranca;1988-01-11T00:00:00.000Z;midfield;1988;27
67866;Brayan Alexis Angulo Le�n;1989-11-02T00:00:00.000Z;defence;1989;26
28318;Pape Malickou Diakhat?;1984-06-21T00:00:00.000Z;defence;1984;31
63695;Daniel Gonz�lez Ben�tez;1987-04-07T00:00:00.000Z;midfield;1987;28
60517;????? ????????;1990-02-08T00:00:00.000Z;midfield;1990;25
89450;;1992-02-20T00:00:00.000Z;defence;1992;23
45646;Diego Mario Buonanotte Rende;1988-04-19T00:00:00.000Z;striker;1988;27
7841;Carlos Reina Aranda;1980-07-27T00:00:00.000Z;midfield;1980;35
257062;�xro Garc�a Rivera;1992-10-27T00:00:00.000Z;striker;1992;23
16306;Carlos Henrique Casemiro;1992-02-23T00:00:00.000Z;midfield;1992;23
17880;Stephan Maigaard Andersen;1981-11-26T00:00:00.000Z;goalkeeper;1981;34
44860;Francisco Javier Chica Torres;1985-05-17T00:00:00.000Z;defence;1985;30
23287;Nacho P?rez;1980-06-24T00:00:00.000Z;defence;1980;35
31050;;1984-04-10T00:00:00.000Z;defence;1984;31
44700;Paulo Afonso Santos J?nior;1982-08-06T00:00:00.000Z;defence;1982;33
108636;Emmanuel Nosakhare Igiebor;1990-11-09T00:00:00.000Z;midfield;1990;25
137162;Cedrick Mabwati Gerard;1992-03-08T00:00:00.000Z;midfield;1992;23
73269;Javier Magro Matilla;1988-01-01T00:00:00.000Z;midfield;1988;27
28005;Joan Verd? Fen�ndez;1983-05-05T00:00:00.000Z;striker;1983;32
57825;Jorge Molina Vidal;1982-04-22T00:00:00.000Z;midfield;1982;33
87409;;1987-09-30T00:00:00.000Z;goalkeeper;1987;28
62941;Jordi Figueras Montel;1987-05-16T00:00:00.000Z;defence;1987;28
16726;;1986-03-07T00:00:00.000Z;midfield;1986;29
65301;Xavier Torres Buigues;1986-11-21T00:00:00.000Z;midfield;1986;29
162074;�xro Vadillo Cifuentes;1994-09-12T00:00:00.000Z;midfield;1994;21
76984;Braian Dami�n Rodr�guez Carballo;1986-08-14T00:00:00.000Z;midfield;1986;29
58341;Javier xas Herrera;1982-09-10T00:00:00.000Z;goalkeeper;1982;33
127189;;1993-02-15T00:00:00.000Z;midfield;1993;22
160217;Bryan Mart�n Rabello Mella;1994-05-16T00:00:00.000Z;striker;1994;21
126748;Israel Puerto Pineda;1993-06-15T00:00:00.000Z;defence;1993;22
7980;David Villa S�nchez;1981-12-03T00:00:00.000Z;midfield;1981;34
7612;Daniel Aranzubia Aguado;1979-09-18T00:00:00.000Z;goalkeeper;1979;36
214775;?liver Torres Mu�oz;1994-11-10T00:00:00.000Z;midfield;1994;21
45383;Adri�n L�pexlvarez;1988-01-08T00:00:00.000Z;striker;1988;27
124244;Leonel Ezequiel Galeano;1991-08-02T00:00:00.000Z;defence;1991;24
99559;Alberto Perea Correoso;1990-05-16T00:00:00.000Z;midfield;1990;25
176612;Ismael Gil;1989-01-23T00:00:00.000Z;goalkeeper;1989;26
268708;Adri�n Saballs Jim?nez;1995-07-07T00:00:00.000Z;unknown;1995;20
262939;Johan Andr?s Mojica Palacio;1992-08-21T00:00:00.000Z;defence;1992;23
53077;Alberto Tom�s Bot�a Rabasco;1989-01-27T00:00:00.000Z;defence;1989;26
25942;Ionu? Cristian S?punaru;1984-04-05T00:00:00.000Z;defence;1984;31
7985;David Generelo Miranda;1982-08-11T00:00:00.000Z;midfield;1982;33
23306;Alberto Rivera Pizarro;1978-02-16T00:00:00.000Z;midfield;1978;37
70890;Sergio Mart�nez Mantec�n;1980-06-08T00:00:00.000Z;midfield;1980;35
75816;Miroslav Stevanovi?;1990-07-29T00:00:00.000Z;midfield;1990;25
191866;Charlie Dean I'Anson;1993-07-01T00:00:00.000Z;defence;1993;22
15974;Esteban  Andr?s Su�rez;1975-06-27T00:00:00.000Z;goalkeeper;1975;40
26801;Hern�n Dar�o Pellerano;1984-06-04T00:00:00.000Z;defence;1984;31
35546;Rafael Ramos Lozano;1982-08-18T00:00:00.000Z;defence;1982;33
44072;Marcos T?bar Ramiro;1986-02-07T00:00:00.000Z;midfield;1986;29
117549;Rodrigo R�os Lozano;1990-06-06T00:00:00.000Z;midfield;1990;25
3755;?scar Alfredo Ustari;1986-07-03T00:00:00.000Z;goalkeeper;1986;29
48294;Christian Fern�ndez Salas;1985-10-15T00:00:00.000Z;defence;1985;30
76743;Marcelo Andr?s Silva Fern�ndez;1989-03-21T00:00:00.000Z;defence;1989;26
30802;?scar D�az Gonz�lez;1984-04-24T00:00:00.000Z;midfield;1984;31
29193;Rub?n Su�rez Estrada;1979-02-19T00:00:00.000Z;striker;1979;36
271446;;1995-01-05T00:00:00.000Z;midfield;1995;20
73636;Hern�n Arsenio P?rez Gonz�lez;1989-02-25T00:00:00.000Z;midfield;1989;26
165008;Pablo I�iguez de Heredia Larraz;1994-01-20T00:00:00.000Z;defence;1994;21
23966;;1984-12-12T00:00:00.000Z;midfield;1984;31
15715;Borja Oubi�a Mel?ndez;1982-05-17T00:00:00.000Z;midfield;1982;33
119878;Antonio Rodr�guez Dovale;1990-04-04T00:00:00.000Z;defence;1990;25
51550;Carlos Bellv�s Llorens Chispa;1985-04-24T00:00:00.000Z;defence;1985;30
57950;David Rodr�guez S�nchez;1986-02-14T00:00:00.000Z;midfield;1986;29
8019;Sim?o Pedro Fonseca Sabrosa;1979-10-31T00:00:00.000Z;midfield;1979;36
64339;Lu�s Miguel Afonso Fernandes;1989-10-06T00:00:00.000Z;midfield;1989;26
7486;Joan Capdevila M?ndez;1978-02-03T00:00:00.000Z;defence;1978;37
126746;Germ�n Parre�o Boix;1993-02-16T00:00:00.000Z;goalkeeper;1993;22
193784;Carlos Clerc Mart�nez;1992-02-21T00:00:00.000Z;defence;1992;23
156840;Gorka Magunazelaia Garrido;1992-03-02T00:00:00.000Z;goalkeeper;1992;23
84870;Francisco Andr?s Silva Gajardo;1986-02-11T00:00:00.000Z;midfield;1986;29
59527;Jon Echaide Sola;1988-01-05T00:00:00.000Z;defence;1988;27
197128;Enrique Royo Herranz;1991-06-14T00:00:00.000Z;goalkeeper;1991;24
50143;Jonas Gon?alves Oliveira;1984-04-01T00:00:00.000Z;striker;1984;31
95280;Christian Alberto Cueva Bravo;1991-11-23T00:00:00.000Z;striker;1991;24
153667;Bart?omiej Paw?owski;1992-11-13T00:00:00.000Z;midfield;1992;23
14192;Eliseu Pereira dos Santos;1983-10-01T00:00:00.000Z;defence;1983;32
263860;David Remeseiro;1994-07-06T00:00:00.000Z;midfield;1994;21
67089;Juan Torres Ruiz;1989-11-26T00:00:00.000Z;defence;1989;26
119537;Lorenzo Enrique Reyes Vicencio;1991-06-13T00:00:00.000Z;midfield;1991;24
25316;Rub?n Castro Mart�n;1981-06-27T00:00:00.000Z;midfield;1981;34
129515;Manuel Jes?s V�zquez Florido;1991-01-25T00:00:00.000Z;midfield;1991;24
53523;Marco Natanel Torsiglieri;1988-01-12T00:00:00.000Z;defence;1988;27
224098;Javier Villar Rey;1991-02-20T00:00:00.000Z;midfield;1991;24
156799;Unai Albizua Urquijo;1989-01-18T00:00:00.000Z;defence;1989;26
2623;Piotr Artur Trochowski;1984-03-22T00:00:00.000Z;striker;1984;31
207834;Yassine Bounou;1991-04-05T00:00:00.000Z;goalkeeper;1991;24
39784;H?lder Jorge Leal Rodrigues Barbosa;1987-05-25T00:00:00.000Z;midfield;1987;28
18416;Aloys Bertrand Nong;1983-10-16T00:00:00.000Z;midfield;1983;32
147483;;1987-12-08T00:00:00.000Z;striker;1987;28
62121;Odion Jude Ighalo;1989-06-16T00:00:00.000Z;midfield;1989;26
125019;Lisandro Ezequiel L�pez;1989-09-01T00:00:00.000Z;defence;1989;26
58789;Manuel Ortiz Toribio;1984-08-22T00:00:00.000Z;midfield;1984;31
291054;Jorge G�mez S�nchez;1995-09-11T00:00:00.000Z;midfield;1995;20
2233;;1984-08-29T00:00:00.000Z;defence;1984;31
246616;Daniel Vadillo Gonz�lez;1993-05-06T00:00:00.000Z;striker;1993;22
158792;Eneko Satr?stegui Plano;1990-09-25T00:00:00.000Z;defence;1990;25
227805;Jaume Domenech S�nchez;1990-11-05T00:00:00.000Z;goalkeeper;1990;25
9711;Nery Alberto Castillo Confalonieri;1984-06-13T00:00:00.000Z;midfield;1984;31
67538;Javier Fern�ndez Herranz;1991-06-02T00:00:00.000Z;midfield;1991;24
230233;Alberto Rodr�guez Ramos;1992-02-01T00:00:00.000Z;midfield;1992;23
16833;Ciprian Andrei Marica;1985-10-02T00:00:00.000Z;midfield;1985;30
35600;Miguel Fla�o Bezunartea;1984-08-19T00:00:00.000Z;defence;1984;31
7594;Carles Puyol i Saforcada;1978-04-13T00:00:00.000Z;defence;1978;37
139434;Ra?l Garc�a Carnero;1989-04-30T00:00:00.000Z;defence;1989;26
230219;Jorge Gonz�lez Moral;1992-02-24T00:00:00.000Z;defence;1992;23
287305;;1992-01-15T00:00:00.000Z;unknown;1992;23
81433;Raul Andrei Rusescu;1988-07-09T00:00:00.000Z;striker;1988;27
199132;Jos? Antonio Delgado Villar;1993-03-30T00:00:00.000Z;midfield;1993;22
57941;Samuel Llorca Ripoll;1985-04-26T00:00:00.000Z;defence;1985;30
297785;Andr?s Gonz�lez Ja?n;1993-05-21T00:00:00.000Z;midfield;1993;22
227965;Rub?n Ramiro Pastor;1993-04-16T00:00:00.000Z;midfield;1993;22
197578;Javier Montoya Monente;1991-04-16T00:00:00.000Z;goalkeeper;1991;24
192279;Kepa Arrizabalaga Revuelta;1994-10-03T00:00:00.000Z;goalkeeper;1994;21
38817;Sergio Tejera Rodr�guez;1990-05-28T00:00:00.000Z;midfield;1990;25
44859;Jonathan Vila Pereira;1986-03-06T00:00:00.000Z;defence;1986;29
51283;;1984-02-14T00:00:00.000Z;midfield;1984;31
254039;Jos? Antonio Caro Mart�nez;1993-03-08T00:00:00.000Z;defence;1993;22
298276;Jos? Manuel Garc�a Maurin;1997-01-13T00:00:00.000Z;midfield;1997;18
8163;Sergio Rodr�guez Garc�a;1984-08-17T00:00:00.000Z;defence;1984;31
166666;Jean Marie Dongou Tsafack;1995-04-20T00:00:00.000Z;midfield;1995;20
204103;Adama Traor? Diarra;1996-01-25T00:00:00.000Z;midfield;1996;19
227954;Mario G�mez Mart�n;1992-10-06T00:00:00.000Z;defence;1992;23
85349;Jordi C?sar L�pez Delgado;1992-03-27T00:00:00.000Z;defence;1992;23
77038;Leandro Montagud Balaguer;1989-02-28T00:00:00.000Z;goalkeeper;1989;26
51545;Mario Bermejo Castanedo;1978-10-07T00:00:00.000Z;striker;1978;37
271451;Daniel Romera And?jar;1995-08-23T00:00:00.000Z;unknown;1995;20
229812;Alain Oyarzun Aguilar;1993-09-27T00:00:00.000Z;midfield;1993;22
126729;Patricio Gabarr�n Gil;1993-04-17T00:00:00.000Z;defence;1993;22
85365;Eduardo Ramos G�mez;1992-02-17T00:00:00.000Z;midfield;1992;23
109008;Fl�vio Nunes Ferreira;1991-10-19T00:00:00.000Z;defence;1991;24
303248;Pedro L�pez Galisteo;1995-01-21T00:00:00.000Z;goalkeeper;1995;20
260230;Mois?s Delgado L�pez;1994-04-18T00:00:00.000Z;defence;1994;21
20137;Jos? Ernesto Sosa;1985-06-19T00:00:00.000Z;striker;1985;30
216464;Carlos Fern�ndez Luna;1996-05-25T00:00:00.000Z;midfield;1996;19
129374;Marc Mart�nez Aranda;1990-04-04T00:00:00.000Z;goalkeeper;1990;25
35532;Carlos Javier Acu�a Caballero;1988-06-23T00:00:00.000Z;midfield;1988;27
263843;Mat�as Nahuel Leiva;1996-10-22T00:00:00.000Z;striker;1996;19
55884;Pablo Javier P?rez;1985-08-10T00:00:00.000Z;midfield;1985;30
199325;Ander Cantero Armendariz;1995-01-09T00:00:00.000Z;goalkeeper;1995;20
147462;Alexander Mart�n Callens As�n;1992-05-04T00:00:00.000Z;defence;1992;23
118520;Wilson Antonio Cuero Llano;1992-01-27T00:00:00.000Z;midfield;1992;23
73257;Alberto G�mez Fern�ndez;1980-12-27T00:00:00.000Z;defence;1980;35
175787;Cristian Lobato Villegas;1989-03-07T00:00:00.000Z;midfield;1989;26
15760;??????? ?????;1986-04-02T00:00:00.000Z;midfield;1986;29
99353;Cristian Portugu?s Manzanera;1992-05-21T00:00:00.000Z;midfield;1992;23
72883;Hans Alexis Mart�nez Cabrera;1987-01-04T00:00:00.000Z;defence;1987;28
77737;;1990-03-06T00:00:00.000Z;midfield;1990;25
4248;Diego Ribas da Cunha;1985-02-28T00:00:00.000Z;striker;1985;30
121411;Joan �ngel Rom�n Oll?;1993-05-18T00:00:00.000Z;midfield;1993;22
177859;Tiago Abiola Delfim Almeida Ilori;1993-02-26T00:00:00.000Z;defence;1993;22
258374;Vin�cius Vasconcelos Ara?jo;1993-02-22T00:00:00.000Z;midfield;1993;22
53309;Jeffr?n Isaac Su�rez Berm?dez;1988-01-20T00:00:00.000Z;midfield;1988;27
29178;Juan Francisco Mart�nez Modesto;1980-06-10T00:00:00.000Z;striker;1980;35
198400;;1992-07-10T00:00:00.000Z;striker;1992;23
221984;David Forni?s Aquilino;1991-06-02T00:00:00.000Z;defence;1991;24
76701;Diego Ifr�n Sala;1987-06-08T00:00:00.000Z;midfield;1987;28
45593;Welliton Soares de Morais;1986-10-22T00:00:00.000Z;midfield;1986;29
14940;R?zvan Dinc? Ra?;1981-05-26T00:00:00.000Z;defence;1981;34
315312;Juan Manuel Garc�a Garc�a;1993-02-20T00:00:00.000Z;unknown;1993;22
287315;Francisco Morante Mart�nez;1992-06-28T00:00:00.000Z;defence;1992;23
315751;Julio Iricibar Bayarri;1993-10-24T00:00:00.000Z;goalkeeper;1993;22
212867;Francisco Miguel xela Mart�n;1994-10-26T00:00:00.000Z;defence;1994;21
99632;Alex Sandro Mendon?a dos Santos;1986-08-04T00:00:00.000Z;defence;1986;29
176311;Oliver S�nchez Fern�ndez;1990-05-05T00:00:00.000Z;goalkeeper;1990;25
249463;Isaac Nana Asare;1994-01-01T00:00:00.000Z;midfield;1994;21
74561;V�ctor Ib��ez Pascual;1989-04-21T00:00:00.000Z;goalkeeper;1989;26
214770;Borja L�pez Men?ndez;1994-02-02T00:00:00.000Z;defence;1994;21
52647;J?lio C?sar Jacobi;1986-09-02T00:00:00.000Z;goalkeeper;1986;29
278357;David Goldar G�mez;1994-09-15T00:00:00.000Z;defence;1994;21
175573;Ignacio Porcar Sanz;1992-07-10T00:00:00.000Z;defence;1992;23
186796;???? ????;1995-05-07T00:00:00.000Z;midfield;1995;20
85301;Albert Bl�zquez Robles;1992-01-21T00:00:00.000Z;defence;1992;23
223779;Mario Arques Blasco;1992-01-19T00:00:00.000Z;midfield;1992;23
319541;Jos? Carlos Ram�rez Su�rez;1996-05-19T00:00:00.000Z;unknown;1996;19
178764;Jes?s Pozo S�nchez;1991-12-31T00:00:00.000Z;unknown;1991;24
213875;Juan Tom�s Ortu�o Mart�nez;1992-02-11T00:00:00.000Z;midfield;1992;23
298197;Antonio Sivera Salv�;1996-01-01T00:00:00.000Z;goalkeeper;1996;19
319745;Daniel Ceballos Fern�ndez;1996-08-07T00:00:00.000Z;midfield;1996;19
131506;Samuel Saiz Alonso;1991-01-22T00:00:00.000Z;striker;1991;24
67539;Diego Jim?nez L�pez;1991-08-11T00:00:00.000Z;defence;1991;24
122155;Willian Jos? da Silva;1991-11-23T00:00:00.000Z;midfield;1991;24
162063;Salvador Ruiz Rodr�guez;1995-05-17T00:00:00.000Z;defence;1995;20
166607;Sergio Ayala L�pez;1993-03-19T00:00:00.000Z;defence;1993;22
189735;Christian Daniel Bravo Araneda;1993-10-01T00:00:00.000Z;striker;1993;22
142031;Omar Mascarell Gonz�lez;1993-02-02T00:00:00.000Z;midfield;1993;22
145769;Sergio L?on Limones;1989-01-06T00:00:00.000Z;midfield;1989;26
284430;Aar�n Escandell Banacloche;1995-09-27T00:00:00.000Z;goalkeeper;1995;20
247906;Alejandro Fern�ndez Portillo;1992-11-06T00:00:00.000Z;defence;1992;23
71579;?�igo P?rez Soto;1988-01-18T00:00:00.000Z;midfield;1988;27
298185;H?ctor Pizana Pascual;1995-02-07T00:00:00.000Z;goalkeeper;1995;20
230485;Modesto Acosta de la Rosa;1994-01-01T00:00:00.000Z;defence;1994;21
246277;Jorge Franco;1993-10-29T00:00:00.000Z;midfield;1993;22
